"","synth_XOE_001","synth_XOE_002","synth_XOE_003","synth_XOE_004","synth_XOE_005","synth_XOE_006","synth_XOE_007","synth_XOE_008","synth_XOE_009","synth_XOE_010","synth_XOE_011","synth_XOE_012","synth_XOE_013","synth_XOE_014","synth_XOE_015","synth_XOE_016","synth_XOE_017","synth_XOE_018","synth_XOE_019","synth_XOE_020","synth_XOE_021","synth_XOE_022","synth_XOE_023","synth_XOE_024","synth_XOE_025","synth_XOE_026","synth_XOE_027","synth_XOE_028","synth_XOE_029","synth_XOE_030","synth_XOE_031","synth_XOE_032","synth_XOE_033","synth_XOE_034","synth_XOE_035","synth_XOE_036","synth_XOE_037","synth_XOE_038","synth_XOE_039","synth_XOE_040","synth_XOE_041","synth_XOE_042","synth_XOE_043","synth_XOE_044","synth_XOE_045","synth_XOE_046","synth_XOE_047","synth_XOE_048","synth_XOE_049","synth_XOE_050","synth_XOE_051","synth_XOE_052","synth_XOE_053","synth_XOE_054","synth_XOE_055","synth_XOE_056","synth_XOE_057","synth_XOE_058","synth_XOE_059","synth_XOE_060","synth_XOE_061","synth_XOE_062","synth_XOE_063","synth_XOE_064","synth_XOE_065","synth_XOE_066","synth_XOE_067","synth_XOE_068","synth_XOE_069","synth_XOE_070","synth_XOE_071","synth_XOE_072","synth_XOE_073","synth_XOE_074","synth_XOE_075","synth_XOE_076","synth_XOE_077","synth_XOE_078","synth_XOE_079","synth_XOE_080","synth_XOE_081","synth_XOE_082","synth_XOE_083","synth_XOE_084","synth_XOE_085","synth_XOE_086","synth_XOE_087","synth_XOE_088","synth_XOE_089","synth_XOE_090","synth_XOE_091","synth_XOE_092","synth_XOE_093","synth_XOE_094","synth_XOE_095","synth_XOE_096","synth_XOE_097","synth_XOE_098","synth_XOE_099","synth_XOE_100"
"cg12648537",0.0296567489483412,0.041339576855336,0.0213608437008291,0.0346746518928282,0.0405491365168477,0.0551952852623661,0.0331593257748226,0.0307833759362516,0.0221780561559092,0.0182019133471629,0.0423915299929387,0.034737141573911,0.0254863067396744,0.0333937556403526,0.073534538271699,0.033846653108001,0.0631758040770107,0.0398305806910998,0.0404251785885923,0.0520320489856648,0.0250564016186059,0.0298005736946591,0.0404953286334247,0.0321374252012478,0.0366880420513404,NA,0.0360281741563173,0.0290033295148482,0.0212802285308119,0.0295459835159094,0.0299820096797491,0.0391703952467378,0.0452536980592522,0.0387322026746978,0.0312998003410971,0.0359566049920503,0.0394716436208733,0.0412922719327697,0.0335267288544011,0.0564611949485738,0.0525371291368397,0.0365914701189214,0.021717123606232,0.066364104506893,0.0424492527244813,0.0234833698895844,0.0365177688079622,0.0387104030674479,0.0224735078955404,0.0309811791525351,0.0387322026746978,0.0257053357463999,0.0322901856258478,0.0424033942844747,0.029600080490669,0.0263875804264471,0.0378801469614482,0.0376004939304306,0.103842264100472,0.0296617999494048,0.03665142197344,0.0265105051071373,0.0248171736163246,0.0242727047363856,0.0401913710824763,0.0608490774903155,0.0268202482325646,0.0303905769571749,0.0335500733542667,0.0482255480610666,0.0341192311017732,0.0517696193592114,0.0355159911269053,0.0403063391219182,0.0349784363208087,0.0348820612584569,0.0372584440790325,0.0318797083378692,0.0337989497865308,0.0389858646317728,0.0500218909378408,0.0378699522612611,0.0265546675259438,0.0265546675259438,0.0296318236876269,0.0987387905436223,0.0405602856104248,0.0439468385489849,0.0427215255775962,0.0351633083535948,0.0251693016192189,0.0260682734406194,0.0537474143633601,0.0299843779709887,0.0321223355667128,0.0309978143325653,0.0270529928262562,0.0426881562189201,0.0311283628501008,0.0351544651151246
"cg08482978",0.0263579410823607,0.023594373600092,0.0240659911376673,0.0264925454571041,0.0233647751572818,0.0242643307210607,0.023594373600092,0.026062469540564,0.0312753791942985,0.0218600768774819,0.0213414557145471,0.0236001046178086,0.0260849584256851,0.025446403269237,0.0191732967974317,0.0245845492868695,0.0235364350689304,0.0230709831320145,0.0246430460322752,0.0223925941390853,0.0255205994933419,0.0316204878775458,0.0254475461450387,0.0245196025364971,0.0256622264473086,0.0311740380565444,0.0265039267264521,0.0257415342026285,0.0246674802202343,0.0192071653424611,0.0224502894928318,0.0267714713063967,0.0258759071188001,0.0275068730480141,0.0295173401015001,0.0242506380354743,0.026347005492767,0.025194232686213,0.022947201229924,0.0192058333745344,0.0240294687237095,0.024116375038865,0.0391330716568175,0.0296985565334371,0.0259802299577504,0.0251308871023545,0.0256342507402381,0.0356362644536134,0.0366610772907114,0.0256342507402381,0.0238909785408414,0.0233129502476024,0.0241792399767316,0.0251646442686283,0.0242157758517387,0.0186672580801684,0.0363723023497168,0.028502520171319,0.00383623526300224,0.0192022554029255,0.0242501199855044,0.0202904631489402,0.0208749529425515,0.0254000879155062,0.0318330502911589,0.0278915935724956,0.0196613154094845,0.0248951483172672,0.024377527075317,0.0278026470075052,0.0259846341082699,0.0298131211211065,0.0318021803823402,0.0282075860247786,0.0259133734004463,0.0236961832726385,0.0315854090182831,0.0306419812618798,0.0217367026665467,0.0243439538027158,0.0255509205853941,0.0220310499524219,0.0215526344677174,0.0273914454163614,0.021600093391021,0.0275356646320556,0.0253958594304006,0.0291848405239525,0.0260769920990758,0.0203113365207657,0.0324495296630878,0.0220891680762461,0.0302373912925466,0.0298284754974467,0.0278967676203794,0.0210268679467393,0.0234462841382994,0.0300000822654437,0.0257085373487693,0.0244402655261435
"cg14240733",0.019738013799826,0.0181193234797529,0.0192842833430331,0.0202078220645994,0.029141504615762,0.0223377837881626,0.0199597592595816,0.0212999143812661,0.0296428005339292,0.0205572848328443,0.0212667029857082,0.0200327252730649,0.0216551439892001,0.0176979266861732,0.0239619893425936,0.018545860868489,0.019045142204265,0.020067088431818,0.0229645048716808,0.0216774207230065,0.0236429874722019,0.0166304520942334,0.0207471964102344,0.0170681694186134,0.0235272274274698,0.0193430760618368,0.0193016398775452,0.0178829810886806,0.0202882169930135,0.0238398044656477,0.02242797736174,0.0168962177951668,0.0225870831898045,0.0191434010811468,0.0162543033004981,0.0177885338208884,0.0175739084885073,0.0184297708650188,0.0329338850844584,0.0190474033451494,0.0198709043737582,0.0250644817235277,0.0203728979173409,NA,0.022469325541743,0.0229943083440854,0.019153442654667,0.022431832026155,0.0280663985063951,0.019914090763977,0.0209099291702737,0.022872354507257,0.0215496932808989,0.0178055548122813,0.0216455391977265,0.0188862637885935,0.0219674897007337,0.0213377079755124,0.0220113404538171,0.0188980190844455,0.0211671838801894,0.0194576677386582,0.0271511478956258,0.0196897116662432,0.0201436275447055,0.0214455425042222,0.0169701352360885,0.0185626718396302,0.0220278101212866,0.0192827399364656,0.0374334314256459,0.0173066669865612,0.0235544193532405,0.0216435143723117,0.0170692758075328,0.0257550265905076,0.0192735708326771,0.0233394642279219,0.0192827399364656,0.0169121160246516,0.0182581919699822,0.0162062178195844,0.02242797736174,0.0193256588138703,0.0174239210814846,0.0250437611889728,0.0187915291650295,0.0179164110559189,0.0197548040879402,0.017554014608783,0.0207024052059646,0.0330038658671775,0.0187227349268678,0.0182882317073213,0.0229406221569424,0.0211686332483449,0.0273268877489272,0.0184587807178793,0.0191156321297011,0.0213930724096241
"cg14277925",0.388505656806435,0.336204478627054,0.254590912825684,0.396607432276772,0.288477562296375,0.439432744426142,NA,0.266133503174223,0.239654072590911,0.424862325998518,0.468479431811849,0.325610950340527,0.350213685155572,0.275263340042116,0.259368330275087,0.341303807299346,0.292641642675086,0.267969569086187,0.461734788865711,0.304010441617948,0.311693304238549,0.344238579044028,0.334229341468881,0.275458571688983,0.315215410675299,0.269147558548577,0.357091346487032,0.347954470298536,0.340931754039282,0.356499130220451,0.227753289445743,0.258645875909058,0.306468043247925,0.381947924943108,0.41985798401198,0.425465140639402,0.507098354134038,0.405429606249335,0.342164013355195,0.33506954931812,0.346413010529947,0.320143010125224,0.262787718012519,0.257081543810124,0.41782707644594,0.388669164204228,0.391492464994662,0.314963729968242,0.454206695984734,0.36955387716455,0.233824738668496,0.313155099300228,0.272066100335885,0.249856486169846,0.230829219649656,0.27896269371043,0.318550320958474,0.33506954931812,0.324006932853688,0.301719936696451,0.320281193158404,0.261368759286365,0.343141072030497,0.364857224386261,0.286378390247791,0.412801593662536,0.3024334686788,0.469940693574874,0.310061844533555,0.273187417866771,0.294194827154245,0.35377262481434,0.414555231059635,0.337139871102871,0.335023641689814,0.327825729571018,0.367323169449717,0.301767989684375,0.339640907462626,0.391492464994662,0.311693304238549,0.27293805076245,0.327021887663451,0.393633448717104,NA,0.297348901210071,0.306614264380909,0.233824738668496,0.36240081919896,0.355934003481468,0.198525498787887,0.33579654981006,0.292994665038834,0.272536775934496,0.355491344256542,0.309641340438602,0.276668996026929,0.400691997154432,0.352799820005539,0.411612568070484
"cg07159871",0.665637984409356,0.482043271916743,0.537093695614574,0.710415682339166,0.639001233641067,0.71078917485965,NA,0.582915983059732,0.660893131174989,0.643503465693961,0.558088811189959,0.490765955626168,0.748511182917658,0.514290981477068,0.596993996895612,0.605018290017771,0.522419026599024,0.561782298988191,0.574935960022672,0.477441775415695,0.645490971048881,0.616315706344024,0.541721279900527,0.565610153603801,0.648038592095569,0.619543356919656,0.574565923108891,0.574559335994595,0.412029095038614,0.581559899918769,0.486808791283295,0.510946158615834,0.683920035008624,0.650479410293817,0.676738770867584,0.553494564855228,0.614266018766681,0.649579526587064,0.650905181980848,0.520753181089305,0.522392624873605,0.491549454222943,0.664775984983251,0.566697552569997,0.756380100997791,0.482565726098871,0.701795967881203,0.59148313928611,0.455792826372272,0.684435681083194,0.608293009052926,0.51129979091273,0.440665377870086,0.474881700876906,0.681702126270709,0.702466197382393,0.662442801587211,0.643424420499161,0.588166651955345,0.598409889256249,0.624707817644257,0.50521697078883,0.598948134759935,0.421672174412991,0.58662891523938,0.333628668338888,0.673524744243519,0.58607357292918,0.618136848719146,0.558819354861964,0.490634465930009,0.515812631274457,0.501536605154012,0.520753181089305,0.500673313312363,0.431061454413921,0.497696343451229,0.582879129326694,0.488165542157487,0.531437153153664,0.684581270189386,0.570951302117365,0.658870220358699,0.709971341803242,0.605636836188315,0.338986693575438,0.681894761003991,0.618624946247143,0.694028279205443,0.523892523469647,0.629471164684038,0.520878988808303,0.58388461589342,0.689076503452168,0.57203687869642,0.53874674317231,0.39301564528523,0.567515389990771,0.561613777859351,0.704598228539141
"cg24536114",0.783560104311707,0.797880650125544,0.72376295895807,0.832534416539085,0.829570053134233,0.87009869426815,0.800173411899755,0.852538054904642,0.798649781375703,0.861166376080964,0.865321110126557,0.843486064701815,0.756760615120444,0.745421506352369,0.77893169384505,0.84453099128166,0.829065950415108,0.848154329318,0.803532700635569,0.863490384506453,0.782189470003235,0.756411104597625,0.725365584453118,0.898832711452341,0.759782482576168,0.839277130734553,0.820061250249086,0.855073267741471,0.757188200566,0.76092206833256,0.798409973646979,0.771215636024936,0.761745312725083,0.774255398620645,0.719668699251608,0.824748242510331,0.761464953866858,0.859945340389094,0.782189470003235,0.751189004187893,0.790324454915734,0.749078669760079,0.832764256145109,0.814180973744925,0.878112473700936,0.827095878106712,0.857215315077272,0.740181317262686,0.757188200566,0.804940596731156,0.818858586490517,0.723650181117646,0.780788503550027,0.786582565845159,0.844728969768216,0.823143281073471,0.825252883690707,0.803309147385543,0.84959907647656,0.81375438075194,0.819695164341772,0.90488760571504,0.789478497573301,0.77278958665885,0.798841489533164,0.834757736058055,0.86574541166686,0.800915277593487,0.76978704435088,0.823497306315298,0.779518316590046,0.712875292898865,0.786254349886658,0.802707085578827,0.855756825826392,0.733835284695757,0.802707085578827,0.76576517520949,0.850614784650275,0.781866300665862,0.784606139300216,0.848154329318,0.763878552298779,0.789734939594017,0.832823642764192,0.859579797947002,0.795185637980526,0.845930358315502,0.844278094621359,0.724448339024187,0.776838889668588,0.802098653421306,0.849908051052424,0.780788503550027,0.732280621613569,0.777728255883158,0.83741392674873,0.756801860409548,0.856717008432548,0.766075309715128
"cg19375314",0.0178623447759405,0.0181259598285831,0.0128686735088122,0.0228558707054094,0.0189831892386012,0.0202609745825541,0.0160911060401326,0.0150092708861613,0.0141592173498551,0.0155997265233077,0.0166939225784817,0.0184953175184033,0.0153139900115504,0.014751040977173,0.0183599170992861,0.0153322501269861,0.0162732358899856,0.0196091600138264,0.0168005349364698,0.0126713872430445,0.017296850537796,0.0194895315059026,0.0250074906137918,0.0187611268770185,0.0174793679863937,0.0143167480541616,0.0137962321045567,0.0170547449149156,0.0179482327038842,0.0209980071323755,0.0135648450165141,0.0159779064869144,0.0144811005541505,0.0157247428481163,0.0207289561000173,0.0157173408519677,0.0149630926228772,0.0231930245050889,0.0201928962079628,0.0141606770048819,0.015432947443464,0.0139967194859053,0.0150833303465858,0.0193616194367647,0.0160412819793636,0.0142979713277634,0.0148345180323912,0.0142931234430421,0.0167564820088733,0.0208993342641948,0.0204069539897015,0.0218464536543633,0.0165435229534282,0.0137031782942063,0.018393648691999,0.016794257922038,0.017412962562426,0.017985067256474,0.0158495169025105,0.0188795661627763,0.0191981689684588,0.0178031183973222,0.0179309647196909,0.0191072276559275,0.0167059320096837,0.0150113427765702,0.0216344443490231,0.017837548426348,0.0139967194859053,0.0206291691380432,0.0174947061433664,0.0185585106393319,0.0133702550615006,0.0192666552766961,0.0153089301594729,0.0171646199626714,0.0168785327638028,0.0143167480541616,0.0179482327038842,0.0154499229625011,0.0202609745825541,0.0164800796198192,0.0152485141176333,0.0151039747647784,0.0176842774300112,0.0141364407858782,0.0163562855846433,0.0137256317846362,0.0160836392817616,0.0210358251460357,0.0164952364856421,0.0159422061365815,0.0154576497589232,0.0172250742792752,0.017072937106877,0.0167851617922215,0.0149795403735848,0.0171709950561724,0.0206323571162953,0.0183702771509535
"cg24952959",0.110737133819749,0.0955404056291274,0.234429863747381,0.0911589568674629,0.101277188185454,0.125403165662272,0.116913712691441,0.130244457452355,0.123683237599415,0.0753734051620613,0.149766491961144,0.106304359004402,0.133987445815743,0.0749414165503919,0.128359067888465,0.10550961105866,0.106193840511168,0.0811080280874949,0.119080391708381,0.120130915785905,0.11087296669446,0.136077333414057,0.176756935349929,0.114250351394944,0.110737133819749,0.125847885094254,0.115512062212979,0.0874295147229584,0.1043643070047,0.100325022780341,0.10393411996097,0.104562194331411,0.116216629029232,0.152212130617583,0.197244756905629,0.131367658086781,0.104970737239403,0.123248557393785,0.143868821401455,0.104881642074127,0.135787235384464,0.176239284497477,0.176756935349929,0.123014611432359,0.116834642498181,0.11267085320481,0.112664295509943,0.171729009370391,0.17550665503121,0.0958326363536488,0.136990359278039,0.101277188185454,0.123248557393785,0.107945781629248,0.168049772984062,0.0861853005768144,0.120358132475919,0.28482291638129,0.151877160354077,0.180006898383072,0.171283681555772,0.235391546491148,0.0874295147229584,0.0950536717760851,0.113231165097965,0.12926397687227,0.165445355667176,0.103918524817875,0.0927119615954193,0.130810449606643,0.119080391708381,0.125892696642314,0.110936548950538,0.140721643568114,0.108467923718356,0.142892229676254,0.120130915785905,0.113977462916933,0.0992082175778838,0.102364550749404,0.133934567291057,0.241219407866789,0.136077333414057,0.128646218203494,0.130369043288602,0.0962718229464327,0.0946348508994476,0.102606598067078,0.1368659853502,0.0966581278536405,0.123790207002984,0.119080391708381,0.11573174183885,0.171948484755488,0.126749718358809,0.115328475792262,0.0932428069187346,0.0943515616352687,0.086165798544759,0.112158359301352
"cg23036452",0.953081381473778,0.814106431551556,0.945096993508987,0.954782700956298,0.951776043630928,0.87453462076126,0.941277987813562,0.942361899177652,0.96610030519911,0.937452661992889,0.966389547357573,0.905113633188016,0.940650720461225,0.960542841517564,0.965873834680947,0.961504230241698,0.95891756568606,0.906104311821353,0.962340569545179,0.956499795904235,0.909027314304105,0.906550085464398,0.952703779320048,0.821737563022784,0.952057944201465,0.963793784435712,0.95759457671158,0.901531894240165,0.924109534097498,0.966042394985749,0.964462949788945,0.960054012834955,0.934546645723724,0.93633906029732,0.914849775892728,0.955894151169172,0.962000909871525,0.965873834680947,0.943782911392145,0.945150361258695,0.946802062388753,0.954646255379694,0.936609410508626,0.953174305911034,0.937900882837399,0.940320233975153,0.916074826175454,0.962379429701596,0.95223020267594,0.849192415053523,0.963923165450848,0.956991965770943,0.761115987905683,0.938280581120631,0.960414508544055,0.9452849151924,0.889767173629582,0.799596630017141,0.93135305627032,0.954782700956298,0.944009727269282,0.920718311621853,0.951044809679586,0.92422493984453,0.876716792409331,0.891054488899749,0.949448581512081,0.952387558035458,0.939935492265785,0.944645993233841,0.950828049263425,0.891140977051812,0.901152213573006,0.937229101448225,0.947340126675286,0.959208389877446,0.903258761537929,0.933104758031025,0.967133040467276,0.942663057932692,0.939400209024671,0.954702432704063,0.935439943703101,0.934594223550279,0.922561989097859,0.935471902569347,0.902770193008192,0.950573703802042,0.933021915052581,0.969505546820883,0.955624327768873,0.949540598383839,0.96049777857469,0.965788820684632,0.942117371053137,0.950623151744682,0.913297549484159,0.905168986299142,0.96501316997996,0.854859487284002
"cg11029746",0.0513506466154326,0.0901700468894766,0.0734428957601635,0.0672470277743917,0.0695318084981379,0.0600702781815271,0.0548179315719285,0.0645749122540512,0.0656701492375791,0.0577323536479039,0.0696613564820611,0.0557485944878955,0.0695126250658286,0.0777529244528449,0.0664691307267755,0.0537210954059855,0.0684465166623082,0.0711072552620899,0.052117935868014,0.0677001067884654,0.0695126250658286,0.0817070417490748,0.0662486741268691,0.0924345404145423,0.0525581437661307,0.069181773553288,0.0643536131270115,0.042547168116593,0.0586581418678353,0.0652692338102332,0.0719147669463969,0.0471909628450339,0.0546188008456464,0.0723872584746515,0.0487641770406504,0.125745495177287,0.0606685971072436,0.0634697997942059,0.0663700456303563,0.0660415037062233,0.096185311468553,0.103665824931482,0.0734428957601635,NA,0.0679380479762582,0.0585538287706775,0.0676303874171546,0.113459276913667,0.0498777011949196,0.0678062673107644,0.0629132801899146,0.0871553096053975,0.0817070417490748,0.079525157997173,0.0736580903233307,0.0564752342966959,0.063866358630163,0.0563377523609215,0.0725922291492793,0.0666002478951967,0.0803878563600594,0.0460432680341967,0.0489517410650018,0.0687525136425193,0.0582280723548917,0.0736599892802594,0.0886897476390915,0.0584204558892075,0.0620790767967476,0.058723451557241,0.0641945581506551,0.0621055877147618,0.0877116376825723,0.0721723130265097,0.0557110459960746,0.0544316749408576,0.0797363662719425,0.0656701492375791,0.0672306196271478,0.0550130714140507,0.0454035058523488,0.0481648798779473,0.0680270430293082,0.0644787344048211,0.0759293129247606,0.0631035097078475,0.0481750919809062,0.0727603241453935,0.0661658413424507,0.0606742358255034,0.0442928950567448,0.0548179315719285,0.066090409426717,0.0451045722037383,0.0886863879155645,0.0661658413424507,0.065595129484946,0.0746653278030491,0.0539935102906598,0.0436645232256036
"cg11691038",0.952125537564523,0.917448350049325,0.944815451102662,0.904091326081556,0.931096074421871,0.9258528426529,0.940802188093349,0.945438370286145,0.909514151396848,0.929418276655857,0.93876205445155,0.936258742100386,0.900475905811221,0.935172983857086,0.910719356852594,0.886560961305217,0.928627635759889,0.922499232757383,0.910183623565442,0.943154724897971,0.94103960847242,0.917936593139844,0.935761686873312,0.927925112132134,0.947895004041036,0.942153486854703,0.913696049811204,0.934973929868296,0.950959851319179,0.939940911074623,0.948143411092741,0.937095039783271,0.926039892638173,0.920205647330999,0.932920275903394,0.875791887398791,0.864058896775231,0.950836833520949,0.918352018478056,0.923955568145615,0.912261053030269,0.901337495525248,0.911149555244001,0.950959851319179,0.921700560728317,0.928034110040951,0.941517729944694,0.918352018478056,0.919337679929187,0.921373648481862,0.948316110198986,0.941588066734045,0.966124166709434,0.928341948240933,0.945438370286145,0.926936981653326,0.929305436272478,0.936466577234295,0.929669168003845,0.872932119004604,0.943402290785794,0.941564656187775,0.924196610684268,0.937856091299364,0.934150961051742,0.948179387990705,0.909201617505744,0.931246113924839,0.939526922521254,0.924196610684268,0.961383895483049,0.939781726107446,0.939280638405921,0.944015983346645,0.926968052264377,0.942836374358891,0.915115180780293,0.943829209873216,0.944328553038475,0.933926959773036,0.924721924670925,0.929165384168774,0.942113254408026,0.933397407458398,0.925298091281547,0.941588066734045,0.926301734812374,0.946484542656875,0.939424850491326,0.923826751512414,0.943559408363601,0.930559198748682,0.938758282586701,0.956525059961384,0.927379934412695,0.94111704095776,0.939892040955355,0.919503205514068,0.953397802156529,0.940847842146747
"cg24054938",0.303247036671553,0.181343253003574,0.0980585070123253,0.067835818066453,0.0827700267843552,0.0869031637135202,0.0998810222148772,0.0888850104460557,0.0769730625911999,0.0877452188005556,0.303628855310222,0.0693614235872651,0.135192647681298,0.0888850104460557,0.0671377246953484,0.0879249232233667,0.107265213355148,0.105456682887836,0.173875811726854,0.0884447593550813,0.113589293491948,0.103684600563933,0.0994039150732931,0.316854176404015,0.0818887776596895,0.0832157836843703,0.0755547740513999,0.0720386519441929,0.301247077156362,0.428927765458766,0.0920983826082072,0.107813327346519,0.0993189675915121,0.0911149593456871,0.203287073849385,0.185729049341371,0.135306062544132,0.105278344359863,0.22909470924225,0.128943640183146,0.0864410182308494,0.0960534929044421,0.133326774451238,0.166334657399426,0.0794239313197218,0.117472431075679,0.133326774451238,0.124156990796171,0.0876777475367086,0.0876777475367086,0.184721877765918,0.0805748429619875,0.148042002176501,0.0873658186966553,0.086478006027443,0.102495414250719,0.0782473805272808,0.240627239913186,0.0915054698015822,0.0844108799692852,0.0993650933961366,0.0854680621573168,0.157122851528308,0.145467789118808,0.0899034101470545,0.113158744975239,0.0833604211862502,0.114090915781382,0.272685162229713,0.212949472987006,0.0734666629864529,0.312940405080039,0.0917138201774714,0.0833338117359789,0.0724402088629617,0.0844955223326725,0.0921232934159524,0.098600111105625,0.0685226191756045,0.0655056236732311,0.144217601689113,0.080733711168009,0.133326774451238,0.122318337117914,0.0890548304571847,0.089891879753273,0.0990125953593052,0.136983001828887,0.071407741074016,0.136983001828887,0.0774772793720989,0.0783695045376627,0.105169989292286,0.0873378106184068,0.0634910738778989,0.0881456290337462,0.0643345892632611,0.109298990491111,0.0643375236378007,0.0812442780214615
"cg07048479",0.0216028483815292,0.0346736354991066,0.0319933727540522,0.0284017908410503,0.0285026005812836,0.0352976826019579,0.0306307655551495,0.0309908663806568,0.0052029489068051,0.0325128968154991,0.0269615737470364,0.0345073298009464,0.0470527163978511,0.0286382998006634,0.0346659557866567,NA,0.0288418013457968,0.0315747083428577,0.0360636079001944,0.0359307663596489,0.0354411484297409,0.0290847699599524,0.0302286356418204,0.032256602079359,0.0272206887224543,0.0368870466217544,0.0308155173696923,0.0325019118454967,0.0316692835548996,0.0362502535245489,0.0342942997165038,0.0345364512059505,0.0312585359181814,0.0368979041660099,0.0321605129688566,0.0297779261397978,0.0364223223387022,0.0333853579632536,0.0321021905566218,0.0289044183255529,0.0346696344914989,0.0411790423962734,0.0195321914898136,0.0361541644278454,0.0373593010067835,0.0290822414903675,0.0356432731383688,0.019552232517455,0.0303561680493639,0.0391078911350984,0.03471630166305,0.0364857425270123,NA,0.0317497325848801,0.0524425261347675,0.0480119385204337,0.0253026914847265,0.0524509491869999,0.0285591400552245,0.0388100716099361,0.0461760619885354,0.0362287025496536,0.0283281785228063,0.0269028421814155,0.0317032182868417,0.0354361066880313,0.0297339650283281,0.0365281187890344,0.0355852932547017,0.032123009857285,0.0394027241111608,0.0376829209750122,0.0285813187358003,0.0324965353122352,0.031669634961331,0.0331513435524779,0.0311940893618502,0.0363481952447713,NA,0.0263937473913117,NA,0.0294117094120761,0.0284667693469532,0.0262795015977742,0.0350825624840906,0.0353897589644372,0.0261687628840218,0.0349262197133801,0.0296127818629315,0.0295662484348302,0.0302966093179069,0.0348475452762808,0.0346951801323414,0.0291740470280131,0.026241083890521,0.0344233275363957,0.0408640554356432,0.0316466204093821,0.0343588054718614,0.0341098368692682
"cg23467008",0.0202451047639323,0.0177525746185927,0.0177947992518346,0.0150687570196664,0.0167652099287275,0.0187073651364685,0.0167208549107341,0.0130819473903478,0.0172534377571962,0.0198213017687245,0.0179593377608348,0.018486708923336,0.0195742878927027,0.0174191576307521,0.0155538075672978,0.0183134755889158,0.0175908995067974,0.0219757374556941,0.0167983134021444,0.0169847144059786,0.0195226849050983,0.0163604191971289,0.01685592512826,0.0175016740476789,0.0198030996536822,0.0200484848724863,0.0185487019258503,0.0188110380994224,0.0172109914263571,0.0155210374962515,0.0271519941026173,0.0153349079783908,0.0187155677518696,0.0188421915106617,0.0165805114696254,0.0213267270884723,0.0169397924103873,0.0181210520317534,0.0174260047736071,0.0232038041143244,0.0231230996000011,0.0189652985976403,0.0201057412127994,0.0198033270074781,0.0188421915106617,0.0213267270884723,0.0205562115698484,0.017216692566306,0.0228795481219612,0.0164347976918625,0.0167174029158549,0.0193219607069653,0.0210220412419829,0.0187910183440763,0.0186470862795267,0.019766400590474,0.0186779567955585,0.0249637618444539,0.0194473881141079,0.0170918102663362,0.0176271929035691,0.0179822325961466,0.0205157666887516,0.0189839941773437,0.0144523234531672,0.0178168777320793,0.0156590735559331,0.0155971096630077,0.0231230996000011,0.0142665645293214,0.0208024348951253,0.0170001973133261,0.0181490074489498,0.0160714874069871,0.0177921931614169,0.0181107570760749,0.0193537056834689,0.0137202970467412,0.0159504192454368,0.0228795481219612,0.0195416362287477,0.0155538075672978,0.0180778807673181,0.022235513958733,0.0173832487669437,0.0193372088570617,0.0203376629579616,0.0199350395575233,0.0181120013214438,0.0177766513835873,0.0214084952067533,0.019192861507811,0.0198124416569207,0.0157872863559635,0.0178360998307913,0.0204925432570334,0.0155971096630077,0.0169847144059786,0.0164141842806767,0.0173698958482758
"cg01282150",0.964822107778674,0.964407778027934,0.958506614938147,0.96389708005388,0.962021653129571,0.958456165748724,0.964453769977365,0.958979444397418,0.965400191401453,0.970977412717671,0.960074768179909,0.962278169703142,0.953637497712639,0.95182397381427,0.967950424219929,0.963909332408413,0.967200513077968,0.964224926281381,0.959497680613752,0.961762690670371,0.957934035905592,0.95756382936192,0.955266232348607,0.96516458456943,0.970619545678167,0.952109291677727,0.964578002648838,0.966239233397745,0.954825455561212,0.959307725126623,0.948026003485317,0.947783899471136,0.954756639497686,0.959592415251439,0.963560787379748,0.952940600402383,0.956488332463596,0.963563530298209,0.963371540491823,0.959143777442327,0.957702131191338,0.954943189936377,0.953920303988891,0.961209302968478,0.964628887333505,0.955741194774934,0.958111275484833,0.947652084449379,0.956198715048393,0.956973331875914,0.959440581321681,0.959545529066275,0.960240470314715,0.968340998993151,0.964255651131221,0.947990787117957,0.957241163777239,0.964606663620703,0.961134556344686,0.954337808186846,0.961223341164871,0.965631211995211,0.938585883866896,0.965434592836585,0.966811877659649,0.953738938052734,0.954536201859926,0.962096178052647,0.954238528579668,0.958147989250764,0.963983519856252,0.96107903024403,0.961791051851612,0.970882854731174,0.962643832657343,0.964656837055355,0.970097115342691,0.963827495392991,0.950028266232925,0.95886895163884,0.951097520150131,0.959545529066275,0.962853106081892,0.963414281753598,0.957218346865724,0.971734826783923,0.96552739489813,0.966656355038029,0.962562023190755,0.958686967321099,0.956467161475172,0.958234767891822,0.945436805584154,0.95440159434579,0.948871902981948,0.965298009802064,0.966115403528935,0.944955713838122,0.959489546159772,0.956532177928026
